symbol,company_name,sector,sub_industry,headquarters,founded,price,pe_ratio,dividend_yield,eps,week_low_52,week_high_52,market_cap,ebitda,price_to_sales,price_to_book
MMM,3M,Industrials,Industrial Conglomerates,"Saint Paul, Minnesota",1902,156.58,30.169558,0.0198,5.19,139.34,177.41,81667006464.0,6240000000.0,3.2635472,25.028772
AOS,A. O. Smith,Industrials,Building Products,"Milwaukee, Wisconsin",1916,60.87,15.89295,0.0239,3.83,54.16,81.87,8389628416.0,795299968.0,2.2009046,4.4675226
ABT,Abbott Laboratories,Health Care,Health Care Equipment,"North Chicago, Illinois",1888,88.96,24.918768,0.0274,3.57,81.97,137.49,154951696384.0,11744000000.0,3.433148,2.9763458
ABBV,AbbVie,Health Care,Biotechnology,"North Chicago, Illinois",2013 (1888),244.78,120.58128,0.0279,2.03,184.63,261.64,432475537408.0,29915000832.0,6.8844705,-64.98009
ACN,Accenture,Information Technology,IT Consulting & Other Services,"Dublin, Ireland",1989,134.56,11.065789,0.0471,12.16,118.15,291.09,82342928384.0,12943767552.0,1.1264331,2.581685
ADBE,Adobe Inc.,Information Technology,Application Software,"San Jose, California",1982,220.78,13.188769,,17.48,190.12,376.16,87760052224.0,9729000448.0,3.4828181,7.6481795
AMD,Advanced Micro Devices,Information Technology,Semiconductors,"Santa Clara, California",1969,548.13,178.54398,,3.07,149.22,584.73,893781082112.0,7430000128.0,23.863434,13.860217
AES,AES Corporation,Utilities,Independent Power Producers & Energy Traders,"Arlington, Virginia",1981,14.8,7.668394,0.0477,1.93,12.33,17.65,10554733568.0,3755000064.0,0.84525776,2.3878672
AFL,Aflac,Financials,Life & Health Insurance,"Columbus, Georgia",1955,122.05,13.948572,0.0198,8.75,96.95,124.0,62121607168.0,5880000000.0,3.4298592,2.0797124
A,Agilent Technologies,Health Care,Life Sciences Tools & Services,"Santa Clara, California",1999,135.2,27.094189,0.0076,4.99,108.35,160.27,38184796160.0,2015000064.0,5.2799773,5.3574257
APD,Air Products,Materials,Industrial Gases,"Upper Macungie Township, Pennsylvania",1940,299.4,31.58228,0.024,9.48,229.11,314.87,66670596096.0,3877600000.0,5.349096,4.2601023
ABNB,Airbnb,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","San Francisco, California",2008,146.54,36.093594,,4.06,110.81,150.19,86972203008.0,2619000064.0,6.876904,11.418108
AKAM,Akamai Technologies,Information Technology,Internet Services & Infrastructure,"Cambridge, Massachusetts",1998,126.11,42.46128,,2.97,69.78,165.45,18334560256.0,1146972032.0,4.2971835,3.7392514
ALB,Albemarle Corporation,Materials,Specialty Chemicals,"Charlotte, North Carolina",1994,128.75,,0.0129,-3.5,64.95,221.0,15184086016.0,1067513984.0,2.7634647,1.9931266
ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,"Pasadena, California",1994,47.5,,0.0599,-6.19,39.41,88.24,8277799936.0,1860583936.0,2.825044,0.5153688
ALGN,Align Technology,Health Care,Health Care Supplies,"Tempe, Arizona",1997,178.46,30.402046,,5.87,122.0,208.31,12780972032.0,880812992.0,3.120515,3.080136
ALLE,Allegion,Industrials,Building Products,"Dublin, Ireland",1908,136.51,18.623465,0.0155,7.33,125.0,183.11,11731104768.0,1010600000.0,2.820655,5.5830026
LNT,Alliant Energy,Utilities,Electric Utilities,"Madison, Wisconsin",1917,76.31,23.996855,0.0272,3.17,61.61,78.81,19709120512.0,1856000000.0,4.461096,2.6554615
ALL,Allstate,Financials,Property & Casualty Insurance,"Northbrook, Illinois",1931,250.35,5.537492,0.0168,45.21,188.08,257.67,64445329408.0,14840000512.0,0.94530654,2.1816614
GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,"Mountain View, California",1998,359.51,27.422579,0.0025,13.11,180.48,408.61,4386947072000.0,161316000000.0,10.383355,9.098294
GOOG,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,"Mountain View, California",1998,357.33,26.746258,0.0025,13.36,181.5,404.47,4360345223168.0,161316000000.0,10.320393,9.043123
MO,Altria,Consumer Staples,Tobacco,"Richmond, Virginia",1985,70.16,15.023555,0.059,4.67,54.7,74.56,117159575552.0,15788000256.0,5.7493167,-36.503643
AMZN,Amazon,Consumer Discretionary,Broadline Retail,"Seattle, Washington",1994,247.49,29.568699,,8.37,196.0,278.56,2662277054464.0,155861000000.0,3.5842261,6.0226808
AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,"Warmley, Bristol, United Kingdom",2019 (1860),42.78,34.5,0.0613,1.25,36.25,50.94,19779147776.0,3200999936.0,0.8913541,1.6968783
AEE,Ameren,Utilities,Multi-Utilities,"St. Louis, Missouri",1902,112.95,20.424953,0.0264,5.53,95.15,118.32,31259095040.0,3827000064.0,3.6581738,2.3054783
AEP,American Electric Power,Utilities,Electric Utilities,"Columbus, Ohio",1906,134.94,20.080359,0.028,6.72,103.64,140.58,73421537280.0,9141000192.0,3.2729256,2.3077319
AXP,American Express,Financials,Consumer Finance,"New York City, New York",1850,355.06,22.12212,0.0107,16.05,288.34,387.49,242266832896.0,,3.5207064,7.123139
AIG,American International Group,Financials,Multi-line Insurance,"New York City, New York",1919,79.0,14.05694,0.025,5.62,71.25,87.29,41886289920.0,8316000256.0,1.568716,1.0419414
AMT,American Tower,Real Estate,Telecom Tower REITs,"Boston, Massachusetts",1995,168.83,27.318771,0.0412,6.18,160.06,234.33,78656724992.0,6989599744.0,7.270038,22.334965
AWK,American Water Works,Utilities,Water Utilities,"Camden, New Jersey",1886,131.57,23.328016,0.0272,5.64,120.57,147.87,25693061120.0,2836000000.0,4.936227,2.32789
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,"Minneapolis, Minnesota",1894,518.6,12.929443,0.0131,40.14,422.37,550.18,46620626944.0,,2.4135756,7.520192
AME,Ametek,Industrials,Electrical Components & Equipment,"Berwyn, Pennsylvania",1930,233.96,35.394855,0.0059,6.67,174.43,244.71,53624336384.0,2420284928.0,7.0580797,4.9109993
AMGN,Amgen,Health Care,Biotechnology,"Thousand Oaks, California",1980,355.25,24.70445,0.028,14.38,269.77,391.29,191731367936.0,16917999616.0,5.1512995,20.862698
APH,Amphenol,Information Technology,Electronic Components,"Wallingford, Connecticut",1932,158.37,44.86402,0.0064,3.53,95.19,178.52,194832236544.0,8171299840.0,7.5213766,13.92876
ADI,Analog Devices,Information Technology,Semiconductors,"Wilmington, Massachusetts",1965,392.75,57.503662,0.0114,6.83,218.37,445.91,191303434240.0,6149394944.0,15.01574,5.6695967
AON,Aon plc,Financials,Insurance Brokers,"London, United Kingdom",1982 (1919),358.89,20.162361,0.0089,17.8,304.59,381.0,76650635264.0,5843999744.0,4.383543,7.7953477
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1954,34.53,8.086651,0.0288,4.27,17.86,45.66,12205327360.0,5210999808.0,1.4580489,1.8903973
AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals","Cupertino, California",1977,314.86,38.444443,0.0034,8.19,201.5,323.45,4624460808192.0,159976000000.0,10.243753,43.369144
AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,"Santa Clara, California",1967,595.7,54.05626,0.0037,11.02,154.47,739.67,472961646592.0,9274999808.0,16.295536,19.781498
APTV,Aptiv,Consumer Discretionary,Automotive Parts & Equipment,"Schaffhausen, Switzerland",1994,58.06,35.18788,,1.65,51.68,88.93,12286688256.0,3184999936.0,0.5947378,1.3353267
ACGL,Arch Capital Group,Financials,Property & Casualty Insurance,"Hamilton, Bermuda",1995,101.53,7.932031,,12.8,82.45,105.09,35473526784.0,5896999936.0,1.7936759,1.5278237
ADM,Archer Daniels Midland,Consumer Staples,Agricultural Products & Services,"Chicago, Illinois",1902,82.28,36.732143,0.0254,2.24,52.23,85.37,39655383040.0,2539000064.0,0.49209997,1.7391304
ANET,Arista Networks,Information Technology,Communications Equipment,"Santa Clara, California",2004,182.57,62.523975,,2.94,104.681,189.817,229886574592.0,4237199872.0,23.675484,17.045094
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,"Rolling Meadows, Illinois",1927,253.83,42.16445,0.0107,6.02,190.75,316.71,65219588096.0,3960000000.0,4.593576,2.7427442
AIZ,Assurant,Financials,Multi-line Insurance,"Atlanta, Georgia",1892,276.98,14.343864,0.0126,19.31,183.39,284.12,13723704320.0,1638899968.0,1.0428029,2.3440106
T,AT&T,Communication Services,Integrated Telecommunication Services,"Dallas, Texas",1983 (1885),21.28,7.262799,0.0515,2.93,19.89,29.79,147860652032.0,44411998208.0,1.1686003,1.3515402
ATO,Atmos Energy,Utilities,Gas Utilities,"Dallas, Texas",1906,178.45,22.112764,0.0223,8.07,152.8,192.51,29786841088.0,2540303104.0,6.1023088,1.9979398
ADSK,Autodesk,Information Technology,Application Software,"San Francisco, California",1982,205.92,30.965412,,6.65,185.5,329.09,43479027712.0,2139000064.0,5.791798,13.624454
ADP,Automatic Data Processing,Industrials,Human Resource & Employment Services,"Roseland, New Jersey",1949,246.44,22.988806,0.0271,10.52,188.16,315.98,98510512128.0,6339899904.0,4.5605874,15.547284
AZO,AutoZone,Consumer Discretionary,Automotive Retail,"Memphis, Tennessee",1979,3032.07,21.186989,,143.11,2928.11,4388.11,49499619328.0,4263984896.0,2.4766648,-17.824068
AVB,AvalonBay Communities,Real Estate,Multi-Family Residential REITs,"Arlington, Virginia",1978,191.75,23.760843,0.0366,8.07,160.1,205.0,27203969024.0,1846126976.0,8.890012,2.318173
AVY,Avery Dennison,Materials,Paper & Plastic Packaging Products & Materials,"Mentor, Ohio",1935,157.16,17.67829,0.0251,8.89,152.42,199.54,12021228544.0,1443000064.0,1.3348466,5.2372704
AXON,Axon Enterprise,Industrials,Aerospace & Defense,"Scottsdale, Arizona",1993,547.26,222.46341,,2.46,339.01,885.92,44110295040.0,102861000.0,14.785997,12.476575
BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,"Houston, Texas",2017,57.775,18.458466,0.016,3.14,38.37,70.41,57316769792.0,4821000192.0,2.0548801,2.9667761
BALL,Ball Corporation,Materials,"Metal, Glass & Plastic Containers","Broomfield, Colorado",1880,60.46,17.834808,0.0131,3.39,44.83,68.29,16097263616.0,2052999936.0,1.1778198,2.8737106
BAC,Bank of America,Financials,Diversified Banks,"Charlotte, North Carolina",1998 (1923 / 1874),60.62,14.785366,0.0188,4.1,44.75,61.21,430195343360.0,,3.925498,1.5678667
BAX,Baxter International,Health Care,Health Care Equipment,"Deerfield, Illinois",1931,21.8,,0.0089,-1.91,15.73,29.35,11259023360.0,1908999936.0,0.99461335,1.8630885
BDX,Becton Dickinson,Health Care,Health Care Equipment,"Franklin Lakes, New Jersey",1897,150.65,26.901785,0.0273,5.6,127.58648,187.35,41510162432.0,6157000192.0,1.8675559,1.720063
BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,"Richfield, Minnesota",1966,83.98,15.551852,0.047,5.55,55.1,84.99,17700222976.0,2617999872.0,0.42284334,5.7394753
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,"Minneapolis, Minnesota",1976,71.23,101.75715,0.0045,0.7,43.2,72.16,11098393600.0,366044992.0,9.166082,5.3463936
BIIB,Biogen,Health Care,Biotechnology,"Cambridge, Massachusetts",1978,191.95,22.47658,,8.54,121.05,219.72,28338944000.0,3539599872.0,2.8517463,1.5189884
BLK,BlackRock,Financials,Asset Management & Custody Banks,"New York City, New York",1988,1025.44,25.816715,0.0222,39.72,917.39,1219.94,166738919424.0,10341000192.0,6.5035853,2.8104255
BX,Blackstone Inc.,Financials,Asset Management & Custody Banks,"New York City, New York",1985,124.56,31.218044,0.0407,3.99,101.73,190.09,152244961280.0,,10.574447,11.688092
BA,Boeing,Industrials,Aerospace & Defense,"Arlington, Virginia",1916,217.11,86.15476,,2.52,176.77,254.35,171148312576.0,-3259000064.0,1.8565946,28.600975
BKNG,Booking Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Norwalk, Connecticut",1996,174.85,23.067284,0.0091,7.58,150.14,231.8,135487504384.0,10378000384.0,4.8935423,-15.632544
BSX,Boston Scientific,Health Care,Health Care Equipment,"Marlborough, Massachusetts",1979,42.63,18.697369,,2.28,42.25,109.5,63363321856.0,5500000256.0,3.0738003,2.4497185
BMY,Bristol Myers Squibb,Health Care,Pharmaceuticals,"New York City, New York",1989 (1887),56.95,15.952381,0.0425,3.57,42.52,62.89,116295958528.0,18973999104.0,2.398745,5.794668
AVGO,Broadcom,Information Technology,Semiconductors,"Palo Alto, California",1961,389.11,64.10378,0.0068,6.07,273.0,495.0,1851221999616.0,42083999744.0,24.530869,21.112858
BR,Broadridge Financial Solutions,Industrials,Data Processing & Outsourced Services,"Lake Success, New York",1962,146.02,15.617112,0.0258,9.35,133.83,271.91,16888424448.0,1761900032.0,2.3064373,5.9935145
BRO,Brown & Brown,Financials,Insurance Brokers,"Daytona Beach, Florida",1939,68.5,22.312704,0.0093,3.07,53.81,108.08,23217926144.0,2486000128.0,3.7101192,1.8228266
BLDR,Builders FirstSource,Industrials,Building Products,"Irving, Texas",1998,75.16,28.044777,,2.68,65.1,151.03,8084200448.0,1207911936.0,0.54548454,2.0181515
BG,Bunge Global,Consumer Staples,Agricultural Products & Services,"Chesterfield, Missouri",1818,116.63,30.692104,0.0245,3.8,71.6,134.87,22628331520.0,2233999872.0,0.2809333,1.4102781
BXP,"BXP, Inc.",Real Estate,Office REITs,"Boston, Massachusetts",1970,67.72,34.03015,0.0418,1.99,49.72,79.33,12075249664.0,1597104000.0,3.823002,2.0856817
CHRW,C.H. Robinson,Industrials,Air Freight & Logistics,"Eden Prairie, Minnesota",1905,199.61,40.488846,0.0128,5.01,96.27,203.34,23528638464.0,887430976.0,1.4524786,13.8397
CDNS,Cadence Design Systems,Information Technology,Application Software,"San Jose, California",1988,376.8,87.6279,,4.3,262.75,416.69,103927463936.0,2014227968.0,18.79811,15.839253
CPT,Camden Property Trust,Real Estate,Multi-Family Residential REITs,"Houston, Texas",1981,112.98,31.470755,0.0371,3.59,96.53,119.81,11195255808.0,840089984.0,7.0638146,2.9156883
COF,Capital One,Financials,Consumer Finance,"Tysons Corner, Virginia",1994,205.29,63.166153,0.0158,3.28,174.24,259.64,126462631936.0,,3.4827638,1.1831934
CAH,Cardinal Health,Health Care,Health Care Distributors,"Dublin, Ohio",1971,230.11,35.185017,0.0088,6.54,137.75,243.21,53893107712.0,3993999872.0,0.2149405,-19.09468
CCL,Carnival Corporation,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",1972,26.5,11.936936,0.0169,2.22,23.45,34.03,36295704576.0,7302000128.0,1.3289775,2.8036397
CARR,Carrier Global,Industrials,Building Products,"Palm Beach Gardens, Florida","2020 (1915, United Technologies spinoff)",69.76,46.506668,0.014,1.5,50.24,81.09,57941291008.0,3140999936.0,2.6493502,4.311496
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,"Irving, Texas",1925,933.34,46.388668,0.007,20.12,403.02,1073.46,429888929792.0,14556999680.0,6.0757394,23.039175
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,"Chicago, Illinois",1973,274.98,23.462458,0.0104,11.72,227.15,371.18,28777699328.0,1784199936.0,6.005363,5.3564754
CBRE,CBRE Group,Real Estate,Real Estate Services,"Dallas, Texas",1906,133.13,31.547396,,4.22,121.69,174.27,38982672384.0,2200000000.0,0.9237162,4.5758576
CDW,CDW Corporation,Information Technology,Technology Distributors,"Vernon Hills, Illinois",1984,139.38,17.576294,0.0175,7.93,97.12,183.66,17806276608.0,1982200064.0,0.7774037,6.981567
COR,Cencora,Health Care,Health Care Distributors,"Conshohocken, Pennsylvania",1985,302.28,23.18098,0.0078,13.04,244.82,377.54,58811916288.0,5300438016.0,0.17893365,17.309742
CNC,Centene Corporation,Health Care,Managed Health Care,"St. Louis, Missouri",1984,68.72,,,-13.13,25.08,69.355,33933729792.0,2904999936.0,0.19028403,1.5835925
CNP,CenterPoint Energy,Utilities,Multi-Utilities,"Houston, Texas",1882,43.76,26.846624,0.0208,1.63,35.59,45.22,28626454528.0,3664000000.0,3.0414848,2.5002854
CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,"Deerfield, Illinois",1946,119.19,10.894882,0.0198,10.94,75.42,141.96,18311073792.0,3436999936.0,2.472131,3.4273636
CRL,Charles River Laboratories,Health Care,Life Sciences Tools & Services,"Wilmington, Massachusetts",1947,231.21,,,-3.7,144.26,237.86,11136861184.0,889624000.0,2.7655175,3.7872238
SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,"Westlake, Texas",1971,101.1,20.099403,0.0125,5.03,83.96,107.5,175826599936.0,,7.088639,4.137508
CHTR,Charter Communications,Communication Services,Cable & Satellite,"Stamford, Connecticut",1993,127.91,3.5550308,,35.98,124.05,402.15,20040730624.0,21974999040.0,0.3668045,0.96008354
CVX,Chevron Corporation,Energy,Integrated Oil & Gas,"Houston, Texas",1879,181.76,31.720766,0.0391,5.73,146.49,214.71,361992781824.0,37906001920.0,1.948922,1.956386
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,"Newport Beach, California",1993,36.43,33.422016,,1.09,28.04,55.14,46729998336.0,2303996928.0,3.8497055,19.470871
CB,Chubb Limited,Financials,Property & Casualty Insurance,"Zurich, Switzerland",1985,346.22,12.54875,0.0115,27.59,264.1,365.29,134284926976.0,14488999936.0,2.2018254,1.8228533
CHD,Church & Dwight,Consumer Staples,Household Products,"Ewing, New Jersey",1847,95.41,31.38487,0.0127,3.04,81.33,106.04,22606790656.0,1388000000.0,3.6430836,5.399242
CI,Cigna,Health Care,Health Care Services,"Bloomfield, Connecticut",1982,303.35,12.853813,0.0205,23.6,239.51,315.47,80245907456.0,13390000128.0,0.28876653,1.9015948
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,"Fairfield, Ohio",1950,180.03,10.436522,0.0206,17.25,143.87,194.81,27848253440.0,3648000000.0,2.1541038,1.7711992
CTAS,Cintas,Industrials,Diversified Support Services,"Mason, Ohio",1929,184.33,38.72479,0.0098,4.76,161.16,226.75,73757237248.0,2903095040.0,6.6886578,15.398046
CSCO,Cisco,Information Technology,Communications Equipment,"San Jose, California",1984,117.09,39.691525,0.0141,2.95,65.75,130.37,461502578688.0,17006999552.0,7.597251,9.44198
C,Citigroup,Financials,Diversified Banks,"New York City, New York",1998,133.27,16.473425,0.0171,8.09,87.94,147.96,227302244352.0,,2.8869643,1.1875252
CFG,Citizens Financial Group,Financials,Regional Banks,"Providence, Rhode Island",1828,70.32,16.663507,0.0262,4.22,45.905,72.94,29737058304.0,,3.7713454,1.2450866
CLX,Clorox,Consumer Staples,Household Products,"Oakland, California",1913,94.75,15.406504,0.0522,6.13,84.7,132.03,11457298432.0,1274000000.0,1.6948667,-171.02887
CME,CME Group,Financials,Financial Exchanges & Data,"Chicago, Illinois",1848,243.61,20.928694,0.0212,11.64,218.31,329.16,88021835776.0,4792500224.0,13.052648,3.3111331
CMS,CMS Energy,Utilities,Multi-Utilities,"Jackson, Michigan",1886,75.08,20.972069,0.0301,3.58,68.64,80.36,23193686016.0,3048000000.0,2.6290736,2.509442
KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,"Atlanta, Georgia",1886,83.08,26.125786,0.0252,3.13,65.35,85.68,357450252288.0,16714999808.0,7.252866,10.629478
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,"Teaneck, New Jersey",1994,43.03,9.334056,0.0299,4.49,37.08,87.03,20353189888.0,3891000064.0,0.9508171,1.3536129
CL,Colgate-Palmolive,Consumer Staples,Household Products,"New York City, New York",1806,91.03,35.282948,0.0227,2.58,74.55,99.33,72841232384.0,4920999936.0,3.5028243,502.9282
CMCSA,Comcast,Communication Services,Cable & Satellite,"Philadelphia, Pennsylvania",1963,23.19,4.547059,0.0551,5.1,22.13,33.7582,82839986176.0,35371999232.0,0.6612545,0.9396653
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,"Houston, Texas",2002,111.87,19.123077,0.0298,5.85,85.57,135.87,136290557952.0,23346999296.0,2.295304,2.1116712
ED,Consolidated Edison,Utilities,Multi-Utilities,"New York City, New York",1823,111.96,18.88027,0.0311,5.93,94.96,116.23,41260584960.0,6016999936.0,2.396781,1.6096846
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,"Rochester, New York",1945,131.34,12.801169,0.0306,10.26,126.45,178.14,22433443840.0,3455800064.0,2.4769998,2.8075502
CEG,Constellation Energy,Utilities,Electric Utilities,"Baltimore, Maryland",1999,256.43,22.37609,0.0066,11.46,228.63,412.7,91571666944.0,7957000192.0,3.0659814,2.7751262
COO,Cooper Companies (The),Health Care,Health Care Supplies,"San Ramon, California",1958,68.51,60.628323,,1.13,58.89,89.83,13361548288.0,886400000.0,3.158012,1.6206946
CPRT,Copart,Industrials,Diversified Support Services,"Dallas, Texas",1982,27.52,16.987654,,1.62,27.29,50.11,25478332416.0,1961246976.0,5.492361,2.9038725
GLW,Corning Inc.,Information Technology,Electronic Components,"Corning, New York",1851,187.64,87.682236,0.0061,2.14,52.19,271.78,161490075648.0,3907000064.0,9.894619,14.408355
CPAY,Corpay,Financials,Transaction & Payment Processing Services,"Atlanta, Georgia",2000,356.16,21.69062,,16.42,252.84,367.43,23279302656.0,2550661120.0,4.866357,6.7103777
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,"Indianapolis, Indiana",2019,84.91,46.398907,0.0084,1.83,60.535,87.69,56789504000.0,4140999936.0,3.1745489,2.3353229
CSGP,CoStar Group,Real Estate,Real Estate Services,"Washington, D.C.",1987,27.68,395.4286,,0.07,26.68,97.43,11303285760.0,272000000.0,3.3128035,1.4240881
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,"Issaquah, Washington",1976,921.75,46.27259,0.0063,19.92,844.06,1096.5,408776605696.0,13790000128.0,1.3923526,24.72638
CRWD,CrowdStrike,Information Technology,Systems Software,"Austin, Texas",2011,210.73,,,-0.04,85.68,210.95,214577774592.0,59319000.0,42.12198,46.304108
CCI,Crown Castle,Real Estate,Telecom Tower REITs,"Houston, Texas",1994,79.05,33.6383,0.0532,2.35,73.75,115.76,34501529600.0,2729999872.0,8.189302,-17.949593
CSX,CSX Corporation,Industrials,Rail Transportation,"Jacksonville, Florida",1980,49.92,30.625767,0.0113,1.64,31.8,50.31,92758286336.0,6624999936.0,6.5548925,6.8318048
CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,"Columbus, Indiana",1919,675.54,35.056564,0.012,19.27,339.74,737.76,93217136640.0,5004000256.0,2.7502549,7.5473423
CVS,CVS Health,Health Care,Health Care Services,"Woonsocket, Rhode Island",1996,106.18,46.570175,0.0251,2.28,58.5,106.9,135477960704.0,15411999744.0,0.3340038,1.74509
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,"Washington, D.C.",1969,199.05,38.72568,0.008,5.14,160.93,242.8,140881739776.0,7935000064.0,5.685759,2.660456
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,"Orlando, Florida",1938,195.74,18.839268,0.0311,10.39,169.0,220.65,22419081216.0,2148900096.0,1.6970139,10.135142
DVA,DaVita,Health Care,Health Care Services,"Denver, Colorado",1979,232.41,22.674147,,10.25,101.0,239.64,14917235712.0,2792761088.0,1.0782176,-20.360052
DECK,Deckers Brands,Consumer Discretionary,Footwear,"Goleta, California",1973,106.6,15.185185,,6.94,78.91,126.5,14804710400.0,1338675968.0,2.7053928,5.9696474
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,"Moline, Illinois",1837,584.4,33.223423,0.0111,17.59,433.0,674.19,157850714112.0,8613999616.0,3.3325188,5.7561045
DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals","Round Rock, Texas",2016,457.54,34.017845,0.0059,13.45,110.22,469.47,295636008960.0,14065000448.0,2.2062058,-211.53027
DAL,Delta Air Lines,Industrials,Passenger Airlines,"Atlanta, Georgia",1929,85.51,14.27546,0.009,5.99,50.45,95.68,56233349120.0,7506999808.0,0.82348543,2.5637875
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,"Oklahoma City, Oklahoma",1971,43.4,12.191011,0.0238,3.56,31.45,52.71,50057699328.0,6721999872.0,3.1280196,1.7469007
DXCM,Dexcom,Health Care,Health Care Equipment,"San Diego, California",1999,74.12,31.811161,,2.33,54.11,89.98,28600907776.0,1292300032.0,5.9363847,9.673715
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,"Midland, Texas",2007,190.69,196.58763,0.023,0.97,134.3,214.51,53643636736.0,10149000192.0,3.7100518,1.470772
DLR,Digital Realty,Real Estate,Data Center REITs,"Austin, Texas",2004,173.11,47.168938,0.0274,3.67,146.23,208.14,65135927296.0,2888658944.0,10.316033,2.6682801
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,"Goodlettsville, Tennessee",1939,120.14,17.46221,0.0191,6.88,95.11,158.23,26501279744.0,3387527936.0,0.6152307,2.9967573
DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,"Chesapeake, Virginia",1986,124.56,20.286646,,6.14,84.71,142.4,23937267712.0,2405299968.0,1.2121425,6.8688645
D,Dominion Energy,Utilities,Multi-Utilities,"Richmond, Virginia",1983,71.3,21.032448,0.0377,3.42,55.85,71.56,62709243904.0,8240000000.0,3.5938587,2.225899
DPZ,Domino's,Consumer Discretionary,Restaurants,"Ann Arbor, Michigan",1960,309.85,17.827965,0.0257,17.38,282.0,496.0,10306190336.0,1021726976.0,2.0701265,-2.6571705
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,"Downers Grove, Illinois",1955,214.15,26.802254,0.0097,7.99,158.97,237.54,28837740544.0,1865912960.0,3.482762,3.8502338
DOW,Dow Inc.,Materials,Commodity Chemicals,"Midland, Michigan",2019 (1897),30.31,,0.0461,-3.99,20.402,42.74,21845671936.0,2641999872.0,0.55543137,1.4326228
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,"Arlington, Texas",1978,149.99,13.991605,0.0121,10.72,129.11,184.55,42534109184.0,4268600064.0,1.2754468,1.808961
DTE,DTE Energy,Utilities,Multi-Utilities,"Detroit, Michigan",1995,149.07,24.76246,0.0309,6.02,126.23,155.75,31010783232.0,3547000064.0,1.8777343,2.5165017
DUK,Duke Energy,Utilities,Electric Utilities,"Charlotte, North Carolina",1904,126.37,19.531685,0.0336,6.47,113.9,134.49,98517573632.0,16478000128.0,3.0110204,1.8382161
DD,DuPont,Materials,Specialty Chemicals,"Wilmington, Delaware",2017 (1802),134.17,116.66956,0.0181,1.15,86.58578,157.98,18115553280.0,1552999936.0,2.6186113,1.3055874
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,"Dublin, Ireland",1911,415.52,39.38578,0.0109,10.55,311.92,436.74,161346404352.0,6343000064.0,5.6569104,8.18146
EBAY,eBay Inc.,Consumer Discretionary,Broadline Retail,"San Jose, California",1995,112.54,26.605202,0.0108,4.23,75.78,119.31,49967759360.0,2980999936.0,4.306081,11.37687
ECL,Ecolab,Materials,Specialty Chemicals,"Saint Paul, Minnesota",1923,269.75,36.50203,0.0107,7.39,243.15,309.27,75917770752.0,4040900096.0,4.614417,7.588758
EIX,Edison International,Utilities,Electric Utilities,"Rosemead, California",1886,76.58,8.261057,0.0462,9.27,50.19,77.9499,29467521024.0,8573000192.0,1.5027549,1.7095659
EW,Edwards Lifesciences,Health Care,Health Care Equipment,"Irvine, California",1958,90.09,48.697296,,1.82,72.3,96.29,51873820672.0,1903600000.0,8.229368,5.0332417
